"13.7", "Rule", "Advisory", "Side effects", "The result of an assignement operator should not be used"
"13.8", "Rule", "Required", "Side effects", "The right hand operator of a logical && or || operator shall not contain persistent side effects"
"13.9", "Rule", "Mandatory", "Side effects", "The operand of the sizeof operator shall not contain any expression which has potential side effects"
"14.1", "Rule", "Required", "Control statement expressions", "A loop countershall not have essentially floating type"
"14.2", "Rule", "Required", "Control statement expressions", "A for loop shall be well-formed"
"14.3", "Rule", "Required", "Control statement expressions", "Controlling expressions shall not be invariant"
"14.4", "Rule", "Required", "Control statement expressions", "The controlling expression of an if statement and the controlling expression of an iteration-statement shall have essentially Boolean type"
"15.1", "Rule", "Advisory", "Control flow", "The goto statement should not be used"
"15.2", "Rule", "Required", "Control flow", "The goto statement shall jump to a label declared later in the same function"
"15.3", "Rule", "Required", "Control flow", "Any label referenced by a goto statement shall be declared in the same block, or in any block enclosing the goto statement"
"15.4", "Rule", "Advisory", "Control flow", "There should be no more than one break or goto statement used to terminate any iteration statement"
"15.5", "Rule", "Advisory", "Control flow", "A function should have a single point of exit at the end."
"15.6", "Rule", "Required", "Control flow", "The body of an iteration-statement or a selection-statement shall be a compound-statement"
"15.7", "Rule", "Required", "Control flow", "All if … else if constructs shall be terminated with an else statement"
"16.1", "Rule", "Required", "Switch statements", "All switch statements shall be well-formed"
"16.2", "Rule", "Required", "Switch statements", "A switch label shall only be used when the moste closely-enclosing compound statement is the body of a switch-clause"
"16.3", "Rule", "Required", "Switch statements", "An unconditional break statement shall terminate every switch-clause"
"16.4", "Rule", "Required", "Switch statements", "Every switch statement shall have a default label"
"16.5", "Rule", "Required", "Switch statements", "A default label shall appear as either the first or the last switch label of a switch statement"
"16.6", "Rule", "Required", "Switch statements", "Every switch statement shall have at least two switch-clauses"
"16.7", "Rule", "Required", "Switch statements", "A switch-expression shall not have essentially Boolean type"
"17.1", "Rule", "Required", "Functions", "The features of <stdarg.h> shall not be used"
"17.2", "Rule", "Required", "Functions", "Functions shall not call themselves, either directly or indirectly"
"17.3", "Rule", "Mandatory", "Functions", "A function shall not be declared implicitly"
"17.4", "Rule", "Mandatory", "Functions", "All exit paths from a function with non-void return type shall have an explicit return statement with an expression"
"17.5", "Rule", "Advisory", "Functions", "The function argument corresponding to a parameter declared to have an array type shall have an appropriate number of elements"
"17.6", "Rule", "Mandatory", "Functions", "The declaration of an array parameter shall not contain the static keyword between the []"
"17.7", "Rule", "Required", "Functions", "the value returned by a function having non-void return type shall be used"
"17.1", "Rule", "Advisory", "Functions", "A function parameter should not be modified"
"18.1", "Rule", "Required", "Pointers and arrays", "A pointer resulting from arithmetic on a pointer operand shall address an element of the same array as that pointer operand"
"18.2", "Rule", "Required", "Pointers and arrays", "Subtraction between pointers shall only be applied to pointers that address elements of the same array"
"18.3", "Rule", "Required", "Pointers and arrays", "The relational operators >,>=,< and <= shall not be applied to objects of pointer type except where they point into the same object"
"18.4", "Rule", "Advisory", "Pointers and arrays", "The +, -, += and -= operators should not be applied to an expression of pointer type"
"18.5", "Rule", "Advisory", "Pointers and arrays", "Declarations should contain no more than two levels of pointer nesting"
"18.6", "Rule", "Required", "Pointers and arrays", "The address of an object with automatic storage shall not be copied to another object that persists after the first object has ceased to exist"
"18.7", "Rule", "Required", "Pointers and arrays", "Flexible array members shall not be declared"
"18.1", "Rule", "Required", "Pointers and arrays", "Variable-length array types shall not be used"
"19.1", "Rule", "Mandatory", "Overlapping storage", "An object shall not be assigned or copied to an overlapping object"
"19.2", "Rule", "Advisory", "Overlapping storage", "The union keyword should not be used"
"20.1", "Rule", "Advisory", "Preprocessing directives", "#include directives should only be preceded by preprocessor directives or comments"
"20.2", "Rule", "Required", "Preprocessing directives", "The ', or \ charactersand the /* or // character sequences shall not occur in a header file name"
"20.3", "Rule", "Required", "Preprocessing directives", "The #include directive shall be followed by either a <filename> or Filename sequence"
"20.4", "Rule", "Required", "Preprocessing directives", "A macro shall not be defined with the same name as a keyword"
"20.5", "Rule", "Advisory", "Preprocessing directives", "#undef should not be used"
"20.6", "Rule", "Required", "Preprocessing directives", "Tokens that look like a preprocessing directive shall not occur within a macro argument"
"20.7", "Rule", "Required", "Preprocessing directives", "Expressions resulting from the expansion of macro parameters shall be enclosed in parentheses"
"20.8", "Rule", "Required", "Preprocessing directives", "The controlling expression of a #if or #elif preprocessing directive shall evaluate to 0 or 1"
"20.9", "Rule", "Required", "Preprocessing directives", "All identifiers used in the controlling expression of #if or #elif preprocessing directives shall be #define'd before evaluation"
"20.10", "Rule", "Advisory", "Preprocessing directives", "The # and ## preprocessor operators should not be used"
"20.11", "Rule", "Required", "Preprocessing directives", "A macro parameter immediately following a # operator shall not immediately be followed by a ## operator"
"20.12", "Rule", "Required", "Preprocessing directives", "A macro parameter used as an operand to the # or ## operators, which is itself subject to further macro replacement, shall only be used as an operand to these operators"
"20.13", "Rule", "Required", "Preprocessing directives", "A line whose first token is # shall be a valid preprocessing directive"
"20.14", "Rule", "Required", "Preprocessing directives", "All #else, #elif and #endif preprocessor directives shall reside in the same file as the #if, #ifdef or #ifndef directive to which they are related"
"21.1", "Rule", "Required", "Standard libraries", "#define and #undef shall not be used on a reserved identifier or reserved macro name"
"21.2", "Rule", "Required", "Standard libraries", "A reserved identifier or macro name shall not be declared"
"21.3", "Rule", "Required", "Standard libraries", "The memory allocation and deallocation functions of <stdlib.h> shall not be used"
"21.4", "Rule", "Required", "Standard libraries", "The standard header file <setjmp.h> shall not be used"
"21.5", "Rule", "Required", "Standard libraries", "The standard header file <signal.h> shall not be used"
"21.6", "Rule", "Required", "Standard libraries", "The Standard Library input/output functions shall not be used"
"21.7", "Rule", "Required", "Standard libraries", "The atof, atoi, atol and atoll functions of <stdlib.h> shall not be used"
"21.8", "Rule", "Required", "Standard libraries", "The library functions abort, exit, getenv and system of <stdlib.h> shall not be used"
"21.9", "Rule", "Required", "Standard libraries", "The library functions bsearch and qsort of <stdlib.h> shall not be used"
"21.10", "Rule", "Required", "Standard libraries", "The Standard Library time and date functions shall not be used"
"21.11", "Rule", "Required", "Standard libraries", "The standard header file <tgmath.h> shall not be used"
"21.12", "Rule", "Advisory", "Standard libraries", "The exception handling features of <fenv.h> should not be used"
"22.1", "Rule", "Required", "Resources", "All resources obtained dynamically by means of Standard Library functions shall be explicityle released"
"22.2", "Rule", "Mandatory", "Resources", "A block of memeory shall only be freed if it was allocated by means of a Standard Library function"
"22.3", "Rule", "Required", "Resources", "The same file shall not be open for read and write at the same time on different streams"
"22.4", "Rule", "Mandatory", "Resources", "there shall be no attempt to write to a stream which has been opened as read-only"
"22.5", "Rule", "Mandatory", "Resources", "A pointer to a FILE object shall no be dereferenced"
"22.6", "Rule", "Mandatory", "Resources", "The value of a pointer to a FILE shall not be used after the associated stream has been closed"
